ACCOUNT_ID,PROD_CD,REGION,RATING_GRADE,DRAWN_BAL,UNDRAWN,DPD,FORBEARANCE,WATCHLIST,DEFAULT_IND,IO_FLAG,MONTHLY_PAYMENT,EIR,REMAIN_TERM_M,LTV,PD_LIFETIME_ORIG
NB010007217,2100,LON,5,272497.3,0.0,0,N,N,N,N,1270.94,2.9424,253,79.2,0.01002
NB010007224,2101,SCO,6,321272.58,0.0,0,N,N,N,N,2707.87,3.0463,140,69.5,0.015332
NB010007231 ,2100,SE,9,320425.67,0.0,0,N,N,N,N,2333.96,3.128,162,73.8,0.040611
NB010007238,2400,SE,8,44862.92,2500,0,N,N,N,N,897.26,0.2285,59,0.0,0.036336
NB010007245,2500,NW,4,5642.88,2357.12,0,N,N,N,N,68.65,0.342,97,0.0,0.005335
NB010007252,2400,SCO,9,30219.88,0,0,N,N,N,N,1782.97,0.1912,20,0.0,0.066684
NB010007259,2100,NI,9,266825.66,0.0,0,N,N,N,N,1097.05,3.5953,287,68.8,0.04553
NB010007266 ,2500,NI,11,1740.8,6259.2,0,N,N,N,N,33.13,0.2096,62,0.0,0.071053
NB010007273 ,2100,SW,7,101803.14,0.0,0,N,N,N,N,1334.75,5.1243,90,36.2,0.031604
NB010007280,2600,SCO,10,789.26,4210.74,0,N,N,N,N,16.06,0.3377,58,0.0,0.049897
NB010007287,2110,NI,5,136222.07,0.0,0,N,N,N,N,1148.16,4.1571,140,78.0,0.006703
NB010007294,2101,LON,9,126392.57,0.0,75,N,N,N,Y,0.0,3.5031,214,41.9,0.040913
NB010007301,2700,NW,9,31407.22,2500,0,N,Y,N,N,1090.02,0.0928,34,0.0,0.058996
NB010007308,2400,MID,11,18798.63,2500,0,N,N,N,N,616.18,0.2143,36,0.0,0.083134
NB010007315,2400,NW,5,18962.92,0,0,N,Y,N,N,349.63,0.2005,64,0.0,0.010157
NB010007322,2700,NI,6,2344.94,0,0,N,N,N,N,34.16,0.1015,81,0.0,0.014863
NB010007329,2600,NW,13,2102.1,397.9,0,N,N,N,N,55.12,0.1605,45,0.0,0.07428
NB010007336,2100,SW,9,400601.7,0.0,0,N,N,N,N,2501.11,3.529,189,62.3,0.051928
NB010007343,2100,SCO,7,288761.28,0.0,0,N,N,N,N,1315.59,5.1859,259,50.3,0.039509
NB010007350 ,2100,MID,12,607396.23,0.0,47,N,N,N,N,4842.75,2.4606,148,84.8,0.085576
NB010007357,2600,LON,9,275.4,224.6,0,N,N,N,N,9.28,0.22,35,0.0,0.047334
NB010007364,2500,NI,11,5517.18,2482.82,0,N,N,N,N,66.43,0.2555,98,0.0,0.057232
NB010007371,2400,NI,3,33259.53,2500,0,N,N,N,N,835.03,0.1983,47,0.0,0.00232
NB010007378,2400,LON,7,4555.15,0,0,N,N,N,N,233.7,0.1339,23,0.0,0.029522
NB010007385,2400,NI,6,4174.83,0,0,N,N,N,N,62.36,0.1857,79,0.0,0.021794
NB010007392,2120,NI,4,323270.26,0.0,0,N,N,N,N,3598.67,7.6067,106,69.5,0.005089
NB010007399,2100,NW,7,532455.79,0.0,0,N,N,N,N,6544.77,4.6701,96,58.7,0.037615
NB010007406,2700,SW,7,30526.7,0,0,N,N,N,N,923.63,0.0729,39,0.0,0.022536
NB010007413,2400,SCO,5,15182.5,0,0,N,N,N,N,853.11,0.2149,21,0.0,0.006445
NB010007420,2600,SW,8,650.19,349.81,0,N,N,N,N,29.51,0.2774,26,0.0,0.038762
NB010007427 ,2500,WAL,10,1958.73,1041.27,0,N,N,N,N,22.88,0.3107,101,0.0,0.066199
NB010007434,2400,SE,8,27324.27,2500,0,N,N,N,N,429.9,0.1923,75,0.0,0.05108
NB010007441,2500,SE,9,1444.13,55.87,0,N,N,N,N,15.35,0.1937,111,0.0,0.039446
NB010007448,2500,SW,6,3291.03,1708.97,0,N,N,N,N,242.71,0.316,16,0.0,0.018351
NB010007455,2130,NW,5,182869.69,0.0,0,N,N,N,N,4315.72,8.315,50,74.2,0.008472
NB010007462,2100,LON,11,298683.69,0.0,0,N,N,N,N,2216.65,2.7771,159,58.5,0.092783
NB010007469,2600,NW,6,3281.42,1718.58,95,N,N,Y,N,69.14,0.1732,56,0.0,0.017079
NB010007476,2500,SCO,5,2724.8,275.2,0,N,N,N,N,33.15,0.224,97,0.0,0.00546
NB010007483,2400,NE,9,2485.73,0,0,N,N,N,N,45.83,0.1791,64,0.0,0.053568
NB010007490 ,2600,NI,2,100.63,399.37,0,N,N,N,N,2.12,0.229,56,0.0,0.001949
NB010007497,2500,SW,4,1109.46,1890.54,0,N,N,N,N,27.85,0.2697,47,0.0,0.004337
NB010007504,2100,SW,4,354369.66,0.0,0,N,N,N,N,1412.69,2.2898,296,69.0,0.00669
NB010007511,2700,NW,4,16278.87,0,95,Y,N,Y,N,355.72,0.1448,54,0.0,0.006252
NB010007518,2110,NI,6,350405.75,0.0,0,N,N,N,N,2911.82,4.3394,142,71.1,0.017849
NB010007525,2400,MID,3,32577.33,0,0,N,N,N,N,3203.44,0.119,12,0.0,0.003922
NB010007532,2100,MID,8,481155.86,0.0,0,N,N,N,N,2468.54,2.5209,230,48.6,0.038848
NB010007539,2400,WAL,6,29229.6,0,0,N,N,N,N,1567.77,0.0822,22,0.0,0.014756
NB010007546,2100,LON,9,98290.87,0.0,0,N,N,N,N,626.94,4.5606,185,65.2,0.052708
NB010007553,2700,NI,5,28776.09,0,0,N,N,N,N,595.72,0.0875,57,0.0,0.006219
NB010007560,2100,LON,10,156798.59,0.0,75,N,N,N,N,719.93,4.5299,257,56.2,0.05299
NB010007567,2400,SE,8,32847.94,0,0,N,N,N,N,1845.74,0.1712,21,0.0,0.047958
NB010007574 ,2700,SW,3,14750.87,0,0,N,N,N,N,370.34,0.0836,47,0.0,0.002104
NB010007581,2400,MID,7,32678.8,0,0,N,N,N,N,621.95,0.1991,62,0.0,0.030748
NB010007588,2110,SW,9,218114.3,0.0,95,N,N,Y,N,2238.04,5.7765,115,76.2,0.058362
NB010007595,2400,NW,5,28388.11,2500,0,N,N,N,N,1116.6,0.1709,30,0.0,0.006655
NB010007602,2100,LON,9,270474.26,0.0,0,N,N,N,N,1803.16,3.5253,177,45.8,0.038191
NB010007609,2400,NW,2,12447.83,2500,0,N,N,N,N,341.59,0.2112,43,0.0,0.001409
NB010007616 ,2101,NW,7,508752.61,0.0,0,N,N,N,Y,0.0,2.94,213,46.3,0.031721
NB010007623,2110,SE,7,83446.0,0.0,0,N,N,N,N,340.71,4.5065,289,78.5,0.027634
NB010007630,2500,SE,6,447.01,1052.99,0,N,N,N,N,6.43,0.2155,82,0.0,0.022516
NB010007637 ,2600,SE,3,27.52,472.48,0,N,N,N,N,1.35,0.159,24,0.0,0.002315
NB010007644,2400,NW,15,22000.15,0,0,N,N,Y,N,603.73,0.1124,43,0.0,0.091083
NB010007651,2400,NE,6,16432.69,0,0,N,N,N,N,430.9,0.2059,45,0.0,0.021357
NB010007658,2400,SW,9,31299.83,0,0,N,N,N,N,2308.36,0.1505,16,0.0,0.064388
NB010007665,2500,SCO,7,738.49,4261.51,0,N,N,N,N,8.89,0.3455,98,0.0,0.029017
NB010007672,2100,WAL,4,248129.3,0.0,0,N,N,N,N,3253.25,5.4118,90,84.1,0.004062
NB010007679,2120,LON,11,400942.77,0.0,0,N,N,N,N,3218.45,8.4706,147,81.2,0.078134
NB010007686,2120,LON,13,88364.66,0.0,0,N,N,N,N,1145.83,7.2047,91,73.2,0.090264
NB010007693,2500,SW,7,2015.49,984.51,999,N,Y,N,N,38.99,0.2903,61,0.0,0.024902
NB010007700,2110,LON,10,77116.09,0.0,0,N,N,N,N,452.72,4.4044,201,88.2,0.069244
NB010007707,2600,MID,5,1271.23,1228.77,0,N,N,N,N,38.46,0.3093,39,0.0,0.007225
NB010007714 ,2110,SE,3,474499.14,0.0,0,N,N,N,N,2604.23,4.1717,215,70.1,0.003938
NB010007721,2500,NW,6,2135.66,864.34,0,N,N,N,N,63.0,0.2839,40,0.0,0.013028
NB010007728,2400,NW,7,30916.56,0,0,N,Y,N,N,444.9,0.0765,82,0.0,0.022243
NB010007735 ,2100,NE,8,482154.59,0.0,0,N,N,N,N,5079.84,5.4162,112,65.6,0.049008
NB010007742,2100,NI,5,476133.29,0.0,0,N,N,N,N,2613.2,4.7659,215,86.9,0.009142
NB010007749,2100,SCO,1,214798.2,0.0,130,N,N,N,N,1001.83,5.827,253,73.6,0.000702
NB010007756,2100,MID,9,353511.63,0.0,0,N,N,N,N,1745.37,5.5046,239,77.5,0.06585
NB010007763,2101,LON,5,71731.69,0.0,0,N,N,N,Y,0.0,4.5193,135,76.3,0.005719
NB010007770,2110,NE,4,609763.16,0.0,0,N,N,N,N,5710.48,4.8157,126,81.5,0.004734
NB010007777,2400,NW,7,3899.56,2500,0,N,N,N,N,56.81,0.097,81,0.0,0.019194
NB010007784,2110,NE,7,189142.6,0.0,0,Y,N,N,N,785.87,3.1503,284,89.0,0.036338
NB010007791,2400,NW,4,2929.55,0,0,N,N,N,N,46.09,0.1313,75,0.0,0.004148
NB010007798,2700,SE,7,26208.46,0,0,N,N,N,N,490.89,0.103,63,0.0,0.027888
NB010007805,2110,NI,6,140418.68,0.0,0,N,N,N,N,2239.11,6.7749,74,81.3,0.015989
NB010007812,2100,LON,3,129352.53,0.0,0,N,N,N,N,1774.84,5.0951,86,47.2,0.002998
NB010007819,2110,NW,8,597476.37,0.0,0,N,N,N,N,2582.5,3.5832,273,71.2,0.026351
NB010007826,2100,NE,8,515102.05,0.0,0,N,N,N,N,5378.94,3.8764,113,81.4,0.051535
NB010007833,2500,LON,5,1262.31,237.69,35,N,N,N,N,25.25,0.2055,59,0.0,0.006591
NB010007840,2600,NW,5,13.06,986.94,0,N,N,N,N,0.26,0.3099,60,0.0,0.007489
NB010007847,2400,SE,9,37742.69,0,62,N,N,N,N,601.84,0.1911,74,0.0,0.045362
NB010007854,2700,LON,9,21351.93,0,0,N,N,N,N,699.87,0.1159,36,0.0,0.047911
NB010007861,2500,LON,4,909.91,590.09,0,N,N,N,N,12.94,0.3223,83,0.0,0.006487
NB010007868,2400,MID,2,11209.48,2500,0,N,N,N,N,300.62,0.1812,44,0.0,0.002029
NB010007875,2700,MID,6,12630.64,0,130,N,N,Y,N,363.52,0.0876,41,0.0,0.023646
NB010007882,2110,MID,8,524132.83,0.0,0,N,N,N,N,4547.62,3.9791,136,71.9,0.026601
NB010007889,2110,SE,11,176772.25,0.0,0,N,N,N,N,709.49,5.8203,294,68.9,0.057702
NB010007896,2101,SE,10,157663.47,0.0,0,N,N,N,Y,0.0,5.6743,136,48.4,0.062456
NB010007903,2100,WAL,12,416337.55,0.0,62,N,N,N,N,1839.99,4.0317,267,79.6,0.096648
NB010007910,2100,MID,2,426090.01,0.0,0,N,N,N,N,7393.91,5.0881,68,56.0,0.001741
NB010007917,2400,NW,6,37394.4,0,0,N,N,N,N,1697.13,0.1044,26,0.0,0.013316
NB010007924 ,2500,WAL,6,1073.05,426.95,12,N,N,N,N,22.61,0.3032,56,0.0,0.0199
NB010007931,2100,NI,11,205091.64,0.0,0,N,N,N,N,2033.68,2.5325,119,73.0,0.061432
NB010007938 ,2100,NW,7,113314.4,0.0,35,N,N,N,N,1261.42,5.5289,106,53.9,0.020264
NB010007945,2110,MID,13,609347.94,0.0,0,N,N,N,N,2462.43,5.5441,292,85.8,0.086759
NB010007952,2101,MID,8,250387.61,0.0,47,N,N,N,Y,0.0,4.022,68,74.9,0.046946
NB010007959,2130,LON,10,67866.89,0.0,0,N,N,N,N,817.17,7.1854,98,71.0,0.070889
NB010007966,2700,SE,5,4858.33,0,0,N,N,N,N,88.2,0.0682,65,0.0,0.010997
NB010007973,2100,LON,5,294208.85,0.0,0,N,N,N,N,1281.06,3.3733,271,82.3,0.006722
NB010007980 ,2400,SCO,10,36338.63,0,0,N,N,N,N,1531.41,0.1042,28,0.0,0.052156
NB010007987,2110,NW,6,75307.97,0.0,0,Y,N,N,N,502.05,4.814,177,90.6,0.02549
NB010007994,2100,WAL,11,236518.19,0.0,0,N,N,N,N,1594.81,2.2034,175,49.7,0.075962
NB010008001,2120,WAL,7,46459.18,0.0,0,N,N,N,N,375.49,8.2711,146,69.1,0.028273
NB010008008 ,2101,WAL,10,234021.0,0.0,0,N,N,N,N,1569.0,6.1935,176,78.9,0.077948
NB010008015,2400,SE,9,29941.23,2500,0,N,N,N,N,1859.51,0.1876,19,0.0,0.057729
NB010008022,2100,LON,7,223607.14,0.0,0,N,N,N,N,2692.41,2.7944,98,75.5,0.031379
NB010008029,2400,SCO,7,12516.1,0,0,N,N,N,N,399.16,0.1414,37,0.0,0.028252
NB010008036,2100,WAL,5,298926.37,0.0,0,N,N,N,N,1876.24,3.7899,188,43.0,0.006865
NB010008043 ,2100,NI,7,223466.84,0.0,0,N,N,N,N,1067.57,3.7565,247,70.5,0.020013
NB010008050,2400,NI,6,16313.57,0,0,N,N,N,N,1132.35,0.1558,17,0.0,0.018184
NB010008057,2400,NE,9,10487.47,0,0,N,N,N,N,179.35,0.1217,69,0.0,0.06866
NB010008064,2600,LON,10,372.63,127.37,0,N,N,N,N,9.77,0.1702,45,0.0,0.060499
NB010008071,2400,SW,6,34262.27,0,N/A,N,N,N,N,918.85,0.1124,44,0.0,0.025312
NB010008078,2130,NI,7,214042.6,0.0,47,Y,N,N,N,9714.24,8.7628,26,82.3,0.035535
NB010008085,2500,SE,9,11694.45,305.55,0,N,N,N,N,287.49,0.3305,48,0.0,0.060581
NB010008092,2600,SCO,5,838.58,1661.42,0,N,N,N,N,17.99,0.3965,55,0.0,0.009643
NB010008099,2400,MID,7,40785.51,2500,0,N,N,N,N,2187.59,0.1047,22,0.0,0.029817
NB010008106,2500,NW,13,2008.47,991.53,0,N,N,N,N,169.29,0.2607,14,0.0,0.06393
NB010008113,2101,SCO,7,296142.44,0.0,0,N,N,N,Y,0.0,3.4381,197,73.3,0.035077
NB010008120,2100,MID,11,500677.97,0.0,0,N,N,N,N,3938.67,5.3729,150,61.1,0.064321
NB010008127,2600,WAL,4,817.16,1682.84,0,N,N,N,N,21.43,0.3258,45,0.0,0.003445
NB010008134,2100,WAL,10,260073.49,0.0,0,N,N,N,N,1549.93,2.1046,198,47.6,0.043182
NB010008141,2100,NE,9,518666.8,0.0,0,N,Y,N,N,3381.36,2.1269,181,54.5,0.061192
NB010008148,2100,SE,9,327427.92,0.0,0,N,N,N,N,1486.02,5.0917,260,85.5,0.05987
NB010008155,2101,NW,4,378515.8,0.0,0,N,N,N,Y,0.0,5.5005,90,67.5,0.005014
NB010008162,2110,NE,6,355307.74,0.0,0,N,N,N,N,2588.04,4.3419,162,85.0,0.01479
NB010008169,2500,LON,6,2878.21,9121.79,0,N,N,N,N,121.3,0.2746,28,0.0,0.024057
NB010008176,2100,NE,5,103921.47,0.0,0,N,N,N,N,408.76,3.0632,300,78.5,0.010056
NB010008183,2600,MID,7,42.2,457.8,0,N,N,N,N,4.15,0.2123,12,0.0,0.03827
NB010008190,2100,LON,6,599541.79,0.0,0,N,N,N,N,3996.95,3.0723,177,87.3,0.014717
NB010008197,2400,SW,5,40236.36,0,0,N,N,N,N,895.83,0.0847,53,0.0,0.006937
NB010008204,2500,SE,9,1261.39,238.61,0,N,N,N,N,21.57,0.1993,69,0.0,0.061624
NB010008211,2500,LON,4,2579.25,420.75,0,N,N,N,N,63.41,0.3479,48,0.0,0.004629
NB010008218,2101,NE,5,451074.85,0.0,0,N,N,N,Y,0.0,5.3745,188,77.7,0.005932
NB010008225,2100,NW,8,321089.51,0.0,0,N,N,N,N,1491.68,5.1033,254,50.3,0.053954
NB010008232,2500,NI,5,1446.76,53.24,0,N,N,N,N,26.67,0.2579,64,0.0,0.010072
NB010008239,2400,WAL,8,17462.26,0,0,N,N,N,N,664.69,0.0748,31,0.0,0.051694
NB010008246 ,2100,NI,7,52777.79,0.0,0,N,N,N,N,283.08,2.9329,220,40.5,0.022785
NB010008253,2500,MID,10,180.11,1319.89,0,N,N,N,N,3.73,0.2797,57,0.0,0.072272
NB010008260,2600,NW,6,610.4,389.6,0,N,N,N,N,37.91,0.3414,19,0.0,0.013663
NB010008267,2101,NI,12,138522.01,0.0,0,N,N,N,N,1104.43,5.7207,148,45.0,0.081363
NB010008274 ,2700,MID,2,12716.49,0,75,N,Y,N,N,348.96,0.1448,43,0.0,0.00112
NB010008281,2400,SE,7,3647.27,0,0,N,N,N,N,61.48,0.1969,70,0.0,0.029499
NB010008288,2400,SCO,5,6684.29,0,0,N,N,N,N,108.05,0.1012,73,0.0,0.0105
NB010008295,2400,SW,7,35410.33,0,0,N,N,N,N,1392.81,0.2012,30,0.0,0.029994
NB010008302,2500,SW,6,216.17,1283.83,999,N,N,N,N,4.81,0.2916,53,0.0,0.024115
NB010008309,2700,NI,9,37149.03,2500,0,N,N,N,N,1623.55,0.1389,27,0.0,0.054278
NB010008316,2110,NI,7,201229.53,0.0,0,N,N,N,N,1840.7,5.938,129,73.1,0.019723
NB010008323,2101,LON,7,273505.81,0.0,0,N,N,N,Y,0.0,2.6961,124,60.6,0.027486
NB010008330,2110,LON,11,511218.1,0.0,0,N,N,N,N,2534.61,4.6166,238,77.9,0.069423
NB010008337,2500,SW,5,963.72,2036.28,0,N,N,N,N,13.22,0.3487,86,0.0,0.005743
NB010008344,2110,NE,4,99276.27,0.0,0,N,N,N,N,629.82,3.988,186,75.7,0.00438
NB010008351,2600,SE,2,97.86,902.14,0,N,N,N,N,2.75,0.3575,42,0.0,0.001748
NB010008358,2600,SW,5,2304.79,195.21,75,N,N,N,N,60.44,0.2203,45,0.0,0.010438
NB010008365,2400,MID,2,36505.13,2500,0,N,N,N,N,916.51,0.1927,47,0.0,0.001909
NB010008372,2100,LON,8,99736.86,0.0,0,N,N,N,N,1730.73,5.374,68,57.2,0.038067
NB010008379,2130,NW,5,82057.64,0.0,0,N,N,N,N,1698.74,7.8901,57,84.9,0.009047
NB010008386,2100,WAL,3,582736.2,0.0,0,N,N,N,N,10263.12,2.8508,67,80.6,0.002623
NB010008393,2400,NI,9,41930.38,2500,0,N,N,N,N,1178.04,0.203,42,0.0,0.046613
NB010008400,2110,NW,2,474198.17,0.0,0,N,N,N,N,7082.96,6.2207,79,88.5,0.001276
NB010008407,2120,SE,6,388213.41,0.0,0,N,N,N,N,3607.02,5.1024,127,61.5,0.022945
NB010008414,2100,NE,9,514607.9,0.0,0,N,N,N,N,2976.65,3.1018,204,70.2,0.03711
NB010008421,2700,LON,5,4552.92,2500,0,N,N,N,N,64.73,0.0646,83,0.0,0.008099
NB010008428,2100,SW,6,512515.53,0.0,0,N,N,N,N,2448.45,4.7397,247,47.7,0.025032
NB010008435 ,2101,LON,8,151959.81,0.0,0,N,N,N,Y,0.0,4.1773,184,79.7,0.031609
NB010008442,2500,MID,10,3079.74,1920.26,0,N,N,N,N,35.98,0.3041,101,0.0,0.048354
NB010008449,2110,SE,6,183675.58,0.0,0,N,N,N,N,1008.08,3.9342,215,90.4,0.020693
NB010008456,2100,LON,3,380531.58,0.0,0,N,N,N,N,2279.33,4.059,197,84.1,0.002904
NB010008463,2700,NE,11,36195.87,0,0,N,N,N,N,1472.8,0.1235,29,0.0,0.063051
NB010008470,2100,LON,7,293653.48,0.0,0,N,N,N,N,2014.6,5.2002,172,48.8,0.02996
NB010008477,2400,NI,7,25075.44,0,5,N,N,N,N,1557.32,0.1378,19,0.0,0.021238
NB010008484,2400,NW,4,3031.1,2500,0,N,N,N,N,105.2,0.1377,34,0.0,0.005821
NB010008491,2400,NE,9,39319.31,0,0,N,N,N,N,702.98,0.183,66,0.0,0.050406
NB010008498,2500,WAL,6,3824.8,1175.2,0,N,N,N,N,42.58,0.3413,106,0.0,0.01927
NB010008505,2110,NW,8,131694.33,0.0,0,N,N,N,N,1151.11,4.427,135,89.5,0.051151
NB010008512,2100,SCO,5,453885.58,0.0,0,N,N,N,N,3909.38,3.4724,137,69.4,0.006311
NB010008519,2100,SW,9,438247.23,0.0,0,N,N,N,N,2585.66,3.5132,200,51.7,0.052922
NB010008526,2100,SE,8,88865.7,0.0,0,N,N,N,N,896.25,5.3271,117,36.9,0.035391
NB010008533,2600,SW,8,459.92,540.08,0,N,N,N,N,10.24,0.1628,53,0.0,0.048085
NB010008540,2110,NE,1,184949.02,0.0,0,N,N,N,N,727.47,3.5643,300,79.3,0.001009
NB010008547,2101,SCO,4,406399.38,0.0,0,N,N,N,Y,0.0,3.97,188,81.4,0.006191
NB010008554,2100,MID,3,281971.7,0.0,0,Y,N,N,N,1879.81,4.3758,177,78.1,0.003755
NB010008561,2500,SCO,9,1542.91,1457.09,0,N,N,N,N,15.3,0.2062,119,0.0,0.039604
NB010008568,2600,SCO,7,3837.97,1162.03,0,N,N,N,N,96.36,0.2282,47,0.0,0.027808
NB010008575 ,2130,NW,4,140588.18,0.0,0,N,N,N,N,1394.07,8.5572,119,73.3,0.004125
NB010008582,2110,MID,8,416274.76,0.0,0,N,N,N,N,2274.09,5.6766,216,91.8,0.030073
NB010008589 ,2500,SCO,8,1114.88,1885.12,0,N,N,N,N,34.62,0.3465,38,0.0,0.048124
NB010008596,2500,NI,8,885.47,614.53,0,N,N,N,N,11.48,0.3382,91,0.0,0.029324
NB010008603,2500,MID,5,10450.32,1549.68,0,N,N,N,N,616.57,0.2119,20,0.0,0.007531
NB010008610,2120,SW,6,285106.74,0.0,95,N,N,Y,N,2548.68,4.2177,132,82.6,0.019442
NB010008617,2100,NW,7,332447.36,0.0,0,N,N,N,N,1329.79,3.1797,295,81.2,0.035907
NB010008624,2500,LON,7,1165.99,3834.01,0,N,N,N,N,57.33,0.2291,24,0.0,0.029461
NB010008631 ,2110,LON,3,133052.58,0.0,0,N,N,N,N,665.26,5.8342,236,81.4,0.002637
NB010008638,2100,SE,7,50118.59,0.0,0,N,N,N,N,704.05,5.5158,84,46.7,0.034487
NB010008645,2130,WAL,9,475960.76,0.0,0,N,N,N,N,17019.2,8.589,33,65.0,0.05417
NB010008652,2500,NE,5,3744.97,1255.03,0,N,N,N,N,55.94,0.2977,79,0.0,0.01091
NB010008659,2100,WAL,4,345121.9,0.0,47,N,N,N,N,2225.38,5.1316,183,74.7,0.006295
NB010008666,2100,WAL,6,119983.84,0.0,999,N,N,N,N,544.54,3.5655,260,66.7,0.02547
NB010008673,2110,MID,2,451973.81,0.0,0,N,N,N,N,7111.05,3.2555,75,84.4,0.001642
NB010008680,2500,NI,9,1250.94,249.06,0,N,N,N,N,19.17,0.29,77,0.0,0.061659
NB010008687,2700,MID,7,16524.59,0,0,N,N,N,N,324.98,0.1117,60,0.0,0.039352
NB010008694 ,2120,LON,15,65845.38,0.0,0,N,N,Y,N,1412.68,4.36,55,68.1,0.125884
NB010008701,2500,NW,7,6666.02,1333.98,0,N,N,N,N,148.41,0.2723,53,0.0,0.033899
NB010008708,2700,SCO,9,28231.32,0,0,N,N,N,N,350.66,0.1343,95,0.0,0.059357
NB010008715,2130,NW,9,441050.99,0.0,0,N,N,N,N,5982.07,5.0596,87,76.0,0.066606
NB010008722,2100,WAL,3,439141.85,0.0,0,N,N,N,N,2978.09,3.22,174,80.2,0.003935
NB010008729,2600,MID,5,3084.58,1915.42,0,Y,N,N,N,84.65,0.3238,43,0.0,0.006722
NB010008736,2100,NI,1,273580.84,0.0,0,N,N,N,N,1968.45,4.639,164,48.7,0.000697
NB010008743,2400,NW,10,40028.62,0,22,N,N,N,N,800.57,0.1521,59,0.0,0.080713
NB010008750,2400,SE,6,9378.35,2500,0,N,N,N,N,381.6,0.1492,29,0.0,0.023323
NB010008757,2100,NI,2,476375.34,0.0,0,N,N,N,N,2728.75,2.5541,206,83.2,0.001166
NB010008764,2100,MID,7,276351.14,0.0,0,N,N,N,N,2787.13,3.6945,117,78.1,0.034704
NB010008771,2500,WAL,7,686.55,813.45,0,N,N,N,N,47.65,0.2892,17,0.0,0.020771
NB010008778,2400,NW,5,21241.35,0,0,N,N,N,N,424.83,0.0807,59,0.0,0.005427
NB010008785,2100,NI,6,471774.15,0.0,0,N,N,N,N,2166.12,4.065,257,39.4,0.025191
NB010008792,2130,LON,4,193941.65,0.0,0,N,N,N,N,5085.58,8.6137,45,81.9,0.004891
NB010008799,2130,LON,7,264179.87,0.0,0,N,N,N,N,6494.42,7.0822,48,55.3,0.035282
NB010008806,2101,NE,9,549832.5,0.0,0,N,N,N,Y,0.0,4.8634,153,59.1,0.060955
NB010008813,2500,NI,8,4561.57,3438.43,0,N,N,N,N,52.77,0.1972,102,0.0,0.052555
NB010008820,2100,SE,3,584209.19,0.0,0,N,N,N,N,5428.09,5.403,127,85.9,0.003485
NB010008827,2101,SW,7,92722.58,0.0,0,N,N,N,N,1013.08,5.8973,108,55.6,0.038059
NB010008834,2110,SW,10,65462.67,0.0,0,N,N,N,N,589.66,4.2671,131,77.8,0.061557
NB010008841,2100,SW,11,595444.86,0.0,0,N,N,N,N,4684.17,2.554,150,38.2,0.092832
NB010008848 ,2130,MID,6,547318.82,0.0,0,N,N,N,N,9785.4,6.5433,66,75.1,0.013501
NB010008855,2101,SCO,6,375599.01,0.0,0,N,N,N,Y,0.0,4.4823,184,58.4,0.014624
NB010008862,2100,MID,4,224116.43,0.0,0,N,N,N,N,1528.66,5.7801,173,47.6,0.005139
NB010008869,2500,MID,7,2510.38,9489.62,62,N,N,N,N,36.57,0.2675,81,0.0,0.031775
NB010008876,2500,WAL,5,2418.67,2581.33,999,N,N,N,N,79.28,0.3103,36,0.0,0.010029
NB010008883,2500,LON,11,5196.51,2803.49,0,N,N,N,N,235.84,0.2088,26,0.0,0.053586
NB010008890,2500,SE,9,4060.67,939.33,0,N,N,N,N,101.95,0.2567,47,0.0,0.059538
NB010008897 ,2110,SCO,7,439024.47,0.0,0,N,N,N,N,4796.75,3.5458,108,89.7,0.019396
NB010008904,2700,MID,10,35760.9,2500,0,N,N,N,N,937.73,0.1467,45,0.0,0.051609
NB010008911,2100,NW,7,483260.58,0.0,0,N,N,N,N,4873.91,2.6986,117,45.8,0.033053
NB010008918,2400,NE,6,16068.54,0,0,N,N,N,N,287.29,0.1702,66,0.0,0.023384
NB010008925,2500,NE,5,1397.61,3602.39,0,N,N,N,N,78.53,0.3328,21,0.0,0.010492
NB010008932,2110,WAL,1,574039.22,0.0,0,N,N,N,N,3915.41,5.3132,173,87.3,0.000965
NB010008939,2100,SW,7,564191.12,0.0,0,N,N,N,N,2845.07,4.9143,234,35.7,0.023277
NB010008946,2100,WAL,10,387417.06,0.0,47,N,N,N,N,3109.88,5.1989,147,82.1,0.063881
NB010008953 ,2110,SW,8,535342.36,0.0,0,N,N,N,N,3609.74,4.3931,175,74.1,0.031456
NB010008960,2110,WAL,2,322991.3,0.0,0,N,N,N,N,1601.39,6.5476,238,69.6,0.001005
NB010008967,2400,LON,5,25778.19,0,0,N,N,N,N,370.95,0.0905,82,0.0,0.009255
NB010008974,2400,SE,8,23807.66,2500,35,N,N,N,N,1560.72,0.2213,18,0.0,0.029725
NB010008981,2110,SE,12,346136.99,0.0,130,N,N,Y,N,5236.43,3.6823,78,80.6,0.100971
NB010008988,2100,SE,9,310385.19,0.0,0,N,N,N,N,1317.46,3.769,278,35.1,0.055685
NB010008995,2700,NI,9,20305.81,0,0,N,N,N,N,420.37,0.1427,57,0.0,0.043721
NB010009002 ,2130,NI,12,384293.51,0.0,0,N,N,N,N,3943.19,4.9614,115,55.5,0.111128
NB010009009,2500,NW,12,10870.91,1129.09,0,N,N,N,N,194.36,0.2832,66,0.0,0.096511
NB010009016,2100,SE,9,582786.31,0.0,0,N,N,N,N,3003.0,5.2574,229,71.7,0.061465
NB010009023,2130,MID,3,274678.46,0.0,0,N,N,N,N,4155.39,5.6349,78,82.4,0.003849
